ServerTime,ESP_ms,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,IR,Label
2025-04-29 14:39:49.573913,189935,-1.472,1.135,10.554,-0.008,0.021,-0.011,85641,awake
2025-04-29 14:39:49.595676,189955,-1.489,1.156,10.580,-0.010,0.023,-0.009,85753,awake
2025-04-29 14:39:49.610698,189975,-1.501,1.178,10.568,-0.014,0.030,-0.009,85886,awake
2025-04-29 14:39:49.641829,189995,-1.511,1.164,10.575,-0.025,0.032,-0.012,85938,awake
2025-04-29 14:39:49.650717,190015,-1.508,1.135,10.568,-0.037,0.031,-0.014,85641,awake
2025-04-29 14:39:49.669962,190035,-1.501,1.149,10.570,-0.038,0.038,-0.014,85969,awake
2025-04-29 14:39:49.690572,190055,-1.520,1.147,10.554,-0.036,0.040,-0.011,86076,awake
2025-04-29 14:39:49.711148,190075,-1.549,1.142,10.537,-0.027,0.032,-0.010,86155,awake
2025-04-29 14:39:49.729970,190095,-1.539,1.111,10.542,-0.017,0.021,-0.014,86233,awake
2025-04-29 14:39:49.749937,190115,-1.494,1.137,10.554,-0.014,0.023,-0.014,86290,awake
2025-04-29 14:39:49.770934,190135,-1.475,1.190,10.549,-0.014,0.029,-0.007,86303,awake
2025-04-29 14:39:49.790387,190155,-1.475,1.154,10.566,-0.017,0.034,-0.001,86242,awake
2025-04-29 14:39:49.812381,190175,-1.456,1.113,10.585,-0.027,0.034,-0.001,86111,awake
2025-04-29 14:39:49.831948,190195,-1.415,1.180,10.604,-0.038,0.038,0.023,85697,awake
2025-04-29 14:39:49.851086,190215,-1.494,1.137,10.551,-0.039,0.042,0.032,85135,awake
2025-04-29 14:39:49.871408,190235,-1.578,1.109,10.539,-0.023,0.038,0.025,84738,awake
2025-04-29 14:39:49.889859,190255,-1.530,1.130,10.511,0.001,0.029,0.013,84470,awake
2025-04-29 14:39:49.910581,190275,-1.477,1.190,10.551,0.014,0.020,0.024,84426,awake
2025-04-29 14:39:49.932524,190295,-1.425,1.219,10.575,0.003,0.020,0.042,84510,awake
2025-04-29 14:39:49.950926,190315,-1.460,1.223,10.623,-0.056,0.040,0.087,84637,awake
2025-04-29 14:39:49.972499,190335,-1.542,1.152,10.602,-0.086,0.056,0.056,84710,awake
2025-04-29 14:39:49.990310,190355,-1.506,1.092,10.523,-0.076,0.056,-0.006,84751,awake
2025-04-29 14:39:50.009460,190375,-1.432,1.089,10.551,-0.068,0.055,-0.020,84852,awake
2025-04-29 14:39:50.030105,190395,-1.410,1.037,10.554,-0.054,0.058,0.006,84908,awake
2025-04-29 14:39:50.050228,190415,-1.508,1.032,10.542,-0.036,0.049,0.027,85105,awake
2025-04-29 14:39:50.069956,190435,-1.551,1.063,10.542,-0.014,0.035,0.020,85273,awake
2025-04-29 14:39:50.089909,190455,-1.496,1.041,10.556,-0.010,0.025,0.009,85341,awake
2025-04-29 14:39:50.110301,190475,-1.437,1.142,10.578,-0.011,0.025,0.003,84908,awake
2025-04-29 14:39:50.129975,190495,-1.444,1.180,10.609,-0.015,0.036,0.005,85306,awake
2025-04-29 14:39:50.149833,190515,-1.465,1.132,10.561,-0.029,0.050,0.000,85324,awake
2025-04-29 14:39:50.169826,190535,-1.477,1.080,10.590,-0.044,0.062,-0.010,85372,awake
2025-04-29 14:39:50.189942,190555,-1.501,1.070,10.544,-0.047,0.056,-0.012,85455,awake
2025-04-29 14:39:50.213265,190575,-1.506,1.049,10.525,-0.033,0.047,-0.009,85523,awake
2025-04-29 14:39:50.230061,190595,-1.475,1.068,10.570,-0.015,0.036,-0.006,85517,awake
2025-04-29 14:39:50.254635,190615,-1.492,1.063,10.590,0.001,0.042,0.003,85523,awake
2025-04-29 14:39:50.271969,190635,-1.544,1.118,10.539,0.001,0.033,0.008,85546,awake
2025-04-29 14:39:50.291283,190655,-1.575,1.111,10.561,0.000,0.028,-0.002,85636,awake
2025-04-29 14:39:50.310999,190675,-1.513,1.101,10.546,-0.009,0.029,-0.013,85735,awake
2025-04-29 14:39:50.332035,190695,-1.439,1.135,10.585,-0.017,0.032,-0.007,85880,awake
2025-04-29 14:39:50.356525,190715,-1.492,1.106,10.544,-0.019,0.040,-0.001,85850,awake
2025-04-29 14:39:50.369842,190735,-1.511,1.132,10.582,-0.019,0.044,-0.005,85902,awake
2025-04-29 14:39:50.390305,190755,-1.516,1.118,10.549,-0.020,0.039,-0.008,85965,awake
2025-04-29 14:39:50.410465,190775,-1.528,1.097,10.544,-0.021,0.036,-0.008,86009,awake
2025-04-29 14:39:50.431217,190795,-1.523,1.111,10.570,-0.017,0.035,-0.008,86014,awake
2025-04-29 14:39:50.456865,190815,-1.477,1.109,10.537,-0.011,0.034,-0.008,85990,awake
2025-04-29 14:39:50.471885,190835,-1.468,1.116,10.558,-0.007,0.030,-0.005,86047,awake
2025-04-29 14:39:50.489573,190855,-1.489,1.130,10.575,-0.025,0.033,0.017,86120,awake
2025-04-29 14:39:50.511042,190875,-1.477,1.149,10.597,-0.029,0.034,0.015,86230,awake
2025-04-29 14:39:50.531117,190895,-1.542,1.080,10.573,-0.036,0.037,0.006,86282,awake
2025-04-29 14:39:50.563802,190915,-1.470,1.106,10.647,-0.043,0.038,-0.010,86300,awake
2025-04-29 14:39:50.570789,190935,-1.429,1.128,10.544,-0.045,0.036,-0.018,86120,awake
2025-04-29 14:39:50.590352,190955,-1.465,1.039,10.592,-0.055,0.048,-0.014,85471,awake
2025-04-29 14:39:50.610460,190975,-1.520,1.039,10.578,-0.051,0.052,-0.010,84930,awake
2025-04-29 14:39:50.632524,190995,-1.578,1.046,10.513,-0.030,0.040,-0.014,84654,awake
2025-04-29 14:39:50.654047,191015,-1.520,1.020,10.499,-0.002,0.022,-0.012,84600,awake
2025-04-29 14:39:50.672642,191035,-1.463,0.998,10.544,0.019,0.020,-0.006,84653,awake
2025-04-29 14:39:50.690741,191055,-1.425,1.077,10.546,0.023,0.024,-0.001,84717,awake
2025-04-29 14:39:50.711487,191075,-1.425,1.135,10.587,0.012,0.035,0.002,84766,awake
2025-04-29 14:39:50.732933,191095,-1.432,1.195,10.616,-0.012,0.042,-0.002,84806,awake
2025-04-29 14:39:50.764347,191115,-1.506,1.156,10.611,-0.045,0.051,-0.009,84894,awake
2025-04-29 14:39:50.771501,191135,-1.511,1.149,10.561,-0.068,0.057,-0.018,84999,awake
2025-04-29 14:39:50.794218,191155,-1.559,1.070,10.566,-0.068,0.057,-0.023,85149,awake
2025-04-29 14:39:50.813852,191175,-1.559,1.053,10.518,-0.054,0.046,-0.026,85206,awake
2025-04-29 14:39:50.829525,191195,-1.523,1.006,10.539,-0.030,0.034,-0.021,85259,awake
2025-04-29 14:39:50.854150,191215,-1.499,0.998,10.549,-0.008,0.027,-0.017,85328,awake
2025-04-29 14:39:50.870313,191235,-1.434,1.037,10.590,0.002,0.026,-0.011,85354,awake
2025-04-29 14:39:50.890302,191255,-1.415,1.041,10.582,-0.002,0.034,-0.005,85284,awake
2025-04-29 14:39:50.911934,191275,-1.429,1.030,10.599,-0.014,0.046,-0.002,85206,awake
2025-04-29 14:39:50.931994,191295,-1.453,1.068,10.570,-0.018,0.056,-0.001,85252,awake
2025-04-29 14:39:50.949404,191315,-1.501,1.113,10.544,-0.016,0.053,0.002,85284,awake
2025-04-29 14:39:50.970851,191335,-1.563,1.132,10.549,-0.009,0.039,0.004,85388,awake
2025-04-29 14:39:50.989441,191355,-1.566,1.116,10.546,-0.011,0.023,-0.004,85497,awake
2025-04-29 14:39:51.009281,191375,-1.506,1.092,10.551,-0.018,0.025,-0.013,85607,awake
2025-04-29 14:39:51.032486,191395,-1.506,1.065,10.570,-0.027,0.035,-0.013,85679,awake
2025-04-29 14:39:51.049014,191415,-1.506,1.073,10.551,-0.026,0.045,-0.016,85697,awake
2025-04-29 14:39:51.072670,191435,-1.504,1.051,10.537,-0.016,0.039,-0.017,85813,awake
2025-04-29 14:39:51.090172,191455,-1.456,1.063,10.551,-0.005,0.029,-0.012,85912,awake
2025-04-29 14:39:51.110354,191475,-1.477,1.044,10.570,0.001,0.026,-0.003,86036,awake
2025-04-29 14:39:51.129118,191495,-1.468,1.075,10.568,-0.003,0.032,-0.004,86144,awake
2025-04-29 14:39:51.151439,191515,-1.441,1.113,10.597,-0.011,0.041,-0.005,86176,awake
2025-04-29 14:39:51.174269,191535,-1.472,1.125,10.585,-0.020,0.047,-0.003,86133,awake
2025-04-29 14:39:51.192073,191555,-1.528,1.097,10.546,-0.029,0.048,-0.003,86093,awake
2025-04-29 14:39:51.211122,191575,-1.571,1.087,10.539,-0.035,0.045,-0.013,86121,awake
2025-04-29 14:39:51.230578,191595,-1.525,1.061,10.554,-0.033,0.038,-0.016,86199,awake
2025-04-29 14:39:51.251659,191615,-1.535,1.053,10.503,-0.022,0.031,-0.014,86268,awake
2025-04-29 14:39:51.277130,191635,-1.532,1.058,10.556,-0.004,0.029,-0.008,86255,awake
2025-04-29 14:39:51.291164,191655,-1.516,1.032,10.542,0.013,0.025,-0.004,86303,awake
2025-04-29 14:39:51.309800,191675,-1.477,1.097,10.590,0.019,0.017,-0.004,86330,awake
2025-04-29 14:39:51.329828,191695,-1.427,1.106,10.585,0.008,0.020,-0.004,86179,awake
2025-04-29 14:39:51.349398,191715,-1.460,1.104,10.633,-0.017,0.032,-0.004,85667,awake
2025-04-29 14:39:51.370415,191735,-1.513,1.082,10.625,-0.033,0.043,-0.013,85036,awake
2025-04-29 14:39:51.390183,191755,-1.496,1.056,10.503,-0.035,0.039,-0.014,84593,awake
2025-04-29 14:39:51.408757,191775,-1.506,1.030,10.537,-0.020,0.028,-0.011,84417,awake
2025-04-29 14:39:51.429492,191795,-1.487,1.077,10.499,0.015,0.024,-0.006,84412,awake
2025-04-29 14:39:51.454340,191815,-1.453,1.120,10.534,0.034,0.019,0.007,84569,awake
2025-04-29 14:39:51.471572,191835,-1.472,1.120,10.623,0.021,0.026,0.005,84751,awake
2025-04-29 14:39:51.490060,191855,-1.472,1.140,10.628,-0.012,0.037,-0.008,84881,awake
2025-04-29 14:39:51.510189,191875,-1.441,1.156,10.585,-0.045,0.045,-0.014,84942,awake
2025-04-29 14:39:51.529478,191895,-1.458,1.118,10.604,-0.060,0.054,-0.015,85029,awake
2025-04-29 14:39:51.550196,191915,-1.465,1.097,10.530,-0.051,0.060,-0.006,85127,awake
2025-04-29 14:39:51.573075,191935,-1.575,1.097,10.520,-0.029,0.044,-0.003,85301,awake
2025-04-29 14:39:51.592785,191955,-1.535,1.075,10.537,-0.009,0.028,-0.009,85458,awake
2025-04-29 14:39:51.610103,191975,-1.494,1.089,10.561,-0.006,0.022,-0.011,85514,awake
2025-04-29 14:39:51.633168,191995,-1.448,1.082,10.582,-0.017,0.032,-0.009,85464,awake
2025-04-29 14:39:51.652223,192015,-1.453,1.085,10.539,-0.026,0.046,-0.008,85393,awake
2025-04-29 14:39:51.674862,192035,-1.489,1.113,10.537,-0.022,0.043,-0.009,85373,awake
2025-04-29 14:39:51.692688,192055,-1.475,1.104,10.544,-0.014,0.036,-0.008,85355,awake
2025-04-29 14:39:51.711138,192075,-1.487,1.080,10.592,-0.020,0.032,-0.012,85445,awake
2025-04-29 14:39:51.729481,192095,-1.470,1.085,10.582,-0.026,0.043,-0.014,85379,awake
2025-04-29 14:39:51.751651,192115,-1.494,1.075,10.590,-0.030,0.049,-0.011,85383,awake
2025-04-29 14:39:51.770784,192135,-1.496,1.092,10.537,-0.028,0.043,-0.011,85468,awake
2025-04-29 14:39:51.790589,192155,-1.518,1.099,10.578,-0.022,0.031,-0.014,85546,awake
2025-04-29 14:39:51.809408,192175,-1.511,1.094,10.561,-0.022,0.032,-0.016,85596,awake
2025-04-29 14:39:51.829272,192195,-1.494,1.085,10.566,-0.023,0.037,-0.018,85640,awake
2025-04-29 14:39:51.851230,192215,-1.470,1.058,10.582,-0.026,0.036,-0.018,85740,awake
2025-04-29 14:39:51.869777,192235,-1.468,1.041,10.568,-0.028,0.036,-0.017,85819,awake
2025-04-29 14:39:51.894151,192255,-1.446,1.058,10.568,-0.022,0.035,-0.010,85955,awake
2025-04-29 14:39:51.909722,192275,-1.451,1.061,10.556,-0.017,0.039,-0.005,86030,awake
2025-04-29 14:39:51.930267,192295,-1.475,1.053,10.573,-0.013,0.041,-0.003,86114,awake
2025-04-29 14:39:51.953097,192315,-1.482,1.087,10.652,-0.014,0.039,-0.003,86147,awake
2025-04-29 14:39:51.969540,192335,-1.444,1.101,10.530,-0.019,0.043,-0.002,86201,awake
2025-04-29 14:39:51.994896,192355,-1.475,1.128,10.578,-0.033,0.039,0.001,86222,awake
2025-04-29 14:39:52.010800,192375,-1.580,1.149,10.556,-0.037,0.047,-0.002,86339,awake
2025-04-29 14:39:52.030039,192395,-1.561,1.089,10.542,-0.038,0.048,-0.015,86447,awake
2025-04-29 14:39:52.050427,192415,-1.494,1.063,10.549,-0.031,0.043,-0.023,86545,awake
2025-04-29 14:39:52.070572,192435,-1.489,1.068,10.582,-0.022,0.034,-0.014,86506,awake
2025-04-29 14:39:52.098935,192455,-1.475,1.010,10.542,-0.016,0.032,-0.011,86261,awake
2025-04-29 14:39:52.113045,192475,-1.468,1.018,10.590,-0.016,0.038,-0.015,85651,awake
2025-04-29 14:39:52.131184,192495,-1.513,1.020,10.566,-0.019,0.035,-0.007,85040,awake
2025-04-29 14:39:52.151482,192515,-1.547,1.018,10.525,-0.007,0.029,-0.007,84635,awake
2025-04-29 14:39:52.171660,192535,-1.484,1.018,10.563,0.019,0.021,-0.012,84535,awake
2025-04-29 14:39:52.196533,192555,-1.415,1.073,10.556,0.033,0.017,-0.002,84445,awake
2025-04-29 14:39:52.217174,192575,-1.439,1.140,10.602,0.027,0.017,0.006,84518,awake
2025-04-29 14:39:52.230088,192595,-1.482,1.132,10.625,0.002,0.029,0.001,84699,awake
2025-04-29 14:39:52.250172,192615,-1.492,1.113,10.606,-0.034,0.046,-0.013,84811,awake
2025-04-29 14:39:52.270471,192635,-1.487,1.099,10.606,-0.062,0.058,-0.025,84900,awake
2025-04-29 14:39:52.291460,192655,-1.472,1.132,10.546,-0.058,0.052,-0.021,84931,awake
2025-04-29 14:39:52.312130,192675,-1.499,1.104,10.539,-0.028,0.044,-0.009,85011,awake
2025-04-29 14:39:52.330692,192695,-1.501,1.082,10.546,-0.008,0.034,-0.008,85108,awake
2025-04-29 14:39:52.349362,192715,-1.492,1.085,10.578,-0.009,0.030,-0.016,85250,awake
2025-04-29 14:39:52.368996,192735,-1.460,1.041,10.580,-0.026,0.037,-0.020,85381,awake
2025-04-29 14:39:52.397036,192755,-1.434,1.061,10.604,-0.038,0.053,-0.019,85403,awake
2025-04-29 14:39:52.413821,192775,-1.482,1.056,10.556,-0.039,0.053,-0.010,85399,awake
2025-04-29 14:39:52.430494,192795,-1.520,1.056,10.525,-0.026,0.039,-0.010,85354,awake
2025-04-29 14:39:52.449395,192815,-1.518,1.094,10.566,-0.008,0.028,-0.011,85343,awake
2025-04-29 14:39:52.471747,192835,-1.470,1.051,10.580,-0.005,0.031,-0.005,85436,awake
2025-04-29 14:39:52.492532,192855,-1.494,1.053,10.539,-0.014,0.036,-0.007,85525,awake
2025-04-29 14:39:52.512388,192875,-1.504,1.068,10.546,-0.016,0.038,-0.016,85630,awake
2025-04-29 14:39:52.531345,192895,-1.415,1.058,10.563,-0.016,0.039,-0.014,85643,awake
2025-04-29 14:39:52.549226,192915,-1.465,1.049,10.575,-0.021,0.038,-0.008,85640,awake
2025-04-29 14:39:52.570878,192935,-1.501,1.092,10.578,-0.023,0.038,-0.006,85634,awake
2025-04-29 14:39:52.595763,192955,-1.513,1.094,10.546,-0.021,0.038,-0.011,85691,awake
2025-04-29 14:39:52.612207,192975,-1.453,1.073,10.575,-0.019,0.040,-0.012,85782,awake
2025-04-29 14:39:52.632165,192995,-1.487,1.030,10.582,-0.025,0.046,-0.013,85921,awake
2025-04-29 14:39:52.650036,193015,-1.468,1.015,10.563,-0.029,0.045,-0.015,85909,awake
2025-04-29 14:39:52.675892,193035,-1.456,1.034,10.558,-0.023,0.040,-0.011,85941,awake
2025-04-29 14:39:52.689625,193055,-1.444,1.063,10.527,-0.010,0.035,-0.001,86029,awake
2025-04-29 14:39:52.717712,193075,-1.504,1.077,10.549,-0.001,0.037,0.003,86088,awake
2025-04-29 14:39:52.731550,193095,-1.532,1.132,10.554,-0.001,0.036,-0.002,86056,awake
2025-04-29 14:39:52.749445,193115,-1.499,1.104,10.602,-0.013,0.038,-0.011,86082,awake
2025-04-29 14:39:52.772781,193135,-1.506,1.058,10.554,-0.029,0.042,-0.019,86121,awake
2025-04-29 14:39:52.791515,193155,-1.453,1.070,10.566,-0.032,0.047,-0.014,86136,awake
2025-04-29 14:39:52.818288,193175,-1.499,1.030,10.544,-0.022,0.044,-0.007,86198,awake
2025-04-29 14:39:52.831624,193195,-1.475,1.058,10.544,-0.007,0.035,-0.005,86204,awake
2025-04-29 14:39:52.850365,193215,-1.465,1.056,10.556,-0.002,0.031,-0.001,85965,awake
2025-04-29 14:39:52.870528,193235,-1.487,1.068,10.618,-0.011,0.033,-0.002,85418,awake
2025-04-29 14:39:52.889953,193255,-1.528,1.058,10.561,-0.022,0.035,-0.011,84863,awake
2025-04-29 14:39:52.917636,193275,-1.504,1.051,10.530,-0.017,0.034,-0.014,84560,awake
2025-04-29 14:39:52.929612,193295,-1.465,1.044,10.527,0.000,0.031,-0.007,84548,awake
2025-04-29 14:39:52.949390,193315,-1.448,1.065,10.561,0.018,0.028,-0.001,84640,awake
2025-04-29 14:39:52.969901,193335,-1.472,1.123,10.575,0.021,0.027,0.003,84811,awake
2025-04-29 14:39:52.990062,193355,-1.458,1.118,10.592,0.006,0.030,-0.001,84893,awake
2025-04-29 14:39:53.018964,193375,-1.453,1.130,10.623,-0.023,0.039,-0.009,84937,awake
2025-04-29 14:39:53.035221,193395,-1.472,1.154,10.599,-0.045,0.051,-0.012,84963,awake
2025-04-29 14:39:53.054019,193415,-1.525,1.089,10.549,-0.053,0.056,-0.012,85018,awake
2025-04-29 14:39:53.070396,193435,-1.525,1.065,10.556,-0.045,0.050,-0.017,85129,awake
2025-04-29 14:39:53.091372,193455,-1.501,1.085,10.539,-0.032,0.035,-0.019,85303,awake
2025-04-29 14:39:53.112773,193475,-1.487,1.013,10.585,-0.027,0.034,-0.017,85289,awake
2025-04-29 14:39:53.131077,193495,-1.432,1.044,10.597,-0.030,0.047,-0.010,85310,awake
2025-04-29 14:39:53.150338,193515,-1.511,1.027,10.534,-0.030,0.050,-0.005,85275,awake
2025-04-29 14:39:53.168861,193535,-1.547,1.075,10.503,-0.026,0.041,-0.013,85294,awake
2025-04-29 14:39:53.191834,193555,-1.508,1.085,10.554,-0.019,0.029,-0.017,85223,awake
2025-04-29 14:39:53.211571,193575,-1.496,1.034,10.590,-0.019,0.035,-0.015,85196,awake
2025-04-29 14:39:53.230904,193595,-1.470,1.041,10.551,-0.017,0.038,-0.014,85216,awake
2025-04-29 14:39:53.251210,193615,-1.456,1.063,10.544,-0.015,0.034,-0.013,85241,awake
2025-04-29 14:39:53.271615,193635,-1.484,1.068,10.587,-0.019,0.029,-0.011,85350,awake
2025-04-29 14:39:53.289648,193655,-1.489,1.087,10.575,-0.019,0.031,-0.011,85440,awake
2025-04-29 14:39:53.313320,193675,-1.484,1.092,10.578,-0.024,0.040,-0.012,85545,awake
2025-04-29 14:39:53.332710,193695,-1.506,1.089,10.570,-0.038,0.043,-0.018,85644,awake
2025-04-29 14:39:53.350298,193715,-1.516,1.058,10.523,-0.045,0.039,-0.023,85682,awake
2025-04-29 14:39:53.370421,193735,-1.496,1.025,10.582,-0.042,0.039,-0.025,85756,awake
2025-04-29 14:39:53.391013,193755,-1.504,1.030,10.578,-0.034,0.039,-0.021,85819,awake
2025-04-29 14:39:53.414144,193775,-1.451,1.008,10.592,-0.028,0.045,-0.015,85976,awake
2025-04-29 14:39:53.433377,193795,-1.460,0.989,10.566,-0.026,0.045,-0.010,86065,awake
2025-04-29 14:39:53.450302,193815,-1.480,1.008,10.580,-0.026,0.043,-0.007,86027,awake
2025-04-29 14:39:53.474396,193835,-1.504,1.037,10.594,-0.029,0.040,-0.007,86032,awake
2025-04-29 14:39:53.490560,193855,-1.523,1.053,10.549,-0.029,0.034,-0.008,85962,awake
2025-04-29 14:39:53.510877,193875,-1.508,1.058,10.558,-0.023,0.034,-0.010,86002,awake
2025-04-29 14:39:53.531340,193895,-1.480,1.022,10.578,-0.020,0.043,-0.009,86040,awake
2025-04-29 14:39:53.551172,193915,-1.482,1.015,10.594,-0.023,0.048,-0.008,86151,awake
2025-04-29 14:39:53.575318,193935,-1.499,1.030,10.582,-0.025,0.039,-0.005,86110,awake
2025-04-29 14:39:53.596618,193955,-1.499,1.025,10.568,-0.022,0.025,-0.007,86074,awake
2025-04-29 14:39:53.610803,193975,-1.429,1.006,10.587,-0.013,0.029,-0.002,85782,awake
2025-04-29 14:39:53.630364,193995,-1.477,1.022,10.623,-0.012,0.037,0.005,85226,awake
2025-04-29 14:39:53.651444,194015,-1.547,1.063,10.590,-0.015,0.038,0.003,84652,awake
2025-04-29 14:39:53.671380,194035,-1.525,1.001,10.556,-0.017,0.033,-0.010,84275,awake
2025-04-29 14:39:53.690093,194055,-1.451,0.986,10.573,-0.013,0.026,-0.010,84212,awake
2025-04-29 14:39:53.709982,194075,-1.448,1.034,10.587,-0.007,0.027,0.005,84273,awake
2025-04-29 14:39:53.736459,194095,-1.513,1.034,10.566,-0.005,0.026,0.009,84454,awake
2025-04-29 14:39:53.750942,194115,-1.501,1.085,10.575,-0.005,0.030,0.004,84588,awake
2025-04-29 14:39:53.771040,194135,-1.501,1.099,10.602,-0.017,0.040,0.000,84739,awake
2025-04-29 14:39:53.790127,194155,-1.539,1.092,10.573,-0.040,0.040,-0.001,84852,awake
2025-04-29 14:39:53.809260,194175,-1.542,1.030,10.546,-0.048,0.042,-0.003,84879,awake
2025-04-29 14:39:53.836496,194195,-1.465,1.001,10.549,-0.035,0.044,-0.002,84969,awake
2025-04-29 14:39:53.850425,194215,-1.379,1.003,10.587,-0.025,0.046,0.009,85092,awake
2025-04-29 14:39:53.871213,194235,-1.427,0.986,10.616,-0.042,0.054,0.040,85230,awake
2025-04-29 14:39:53.889883,194255,-1.477,0.929,10.573,-0.031,0.048,0.001,85312,awake
2025-04-29 14:39:53.912099,194275,-1.441,0.984,10.582,-0.029,0.053,-0.006,85231,awake
2025-04-29 14:39:53.930873,194295,-1.470,1.070,10.597,-0.035,0.058,0.007,85160,awake
2025-04-29 14:39:53.950584,194315,-1.595,1.022,10.508,-0.034,0.049,0.000,85066,awake
2025-04-29 14:39:53.971393,194335,-1.571,1.010,10.546,-0.022,0.041,-0.021,85073,awake
2025-04-29 14:39:53.991922,194355,-1.516,1.022,10.604,-0.023,0.043,-0.020,85123,awake
2025-04-29 14:39:54.011345,194375,-1.458,0.984,10.594,-0.022,0.050,-0.010,85228,awake
2025-04-29 14:39:54.039356,194395,-1.504,0.941,10.573,-0.027,0.045,-0.011,85202,awake
2025-04-29 14:39:54.052642,194415,-1.468,0.962,10.515,-0.025,0.036,-0.009,85264,awake
2025-04-29 14:39:54.070293,194435,-1.501,1.003,10.544,-0.003,0.029,0.003,85330,awake
2025-04-29 14:39:54.090472,194455,-1.568,0.998,10.611,0.006,0.032,0.001,85414,awake
2025-04-29 14:39:54.113086,194475,-1.559,1.063,10.549,0.006,0.033,-0.010,85443,awake
2025-04-29 14:39:54.132158,194495,-1.532,1.058,10.561,0.003,0.027,-0.013,85508,awake
2025-04-29 14:39:54.150460,194515,-1.535,1.015,10.570,-0.008,0.027,-0.015,85570,awake
2025-04-29 14:39:54.169004,194535,-1.475,1.018,10.558,-0.014,0.034,-0.016,85633,awake
2025-04-29 14:39:54.190977,194555,-1.429,0.977,10.575,-0.013,0.038,-0.017,85689,awake
2025-04-29 14:39:54.210409,194575,-1.422,1.027,10.590,-0.006,0.040,-0.009,85744,awake
2025-04-29 14:39:54.233853,194595,-1.468,1.020,10.590,-0.005,0.039,-0.003,85824,awake
2025-04-29 14:39:54.252930,194615,-1.494,1.044,10.592,-0.015,0.043,-0.011,85877,awake
2025-04-29 14:39:54.271224,194635,-1.501,1.053,10.606,-0.023,0.051,-0.011,85883,awake
2025-04-29 14:39:54.292704,194655,-1.501,1.073,10.592,-0.030,0.054,-0.014,85928,awake
2025-04-29 14:39:54.311018,194675,-1.528,1.046,10.563,-0.042,0.046,-0.021,85905,awake
2025-04-29 14:39:54.338295,194695,-1.484,1.015,10.558,-0.050,0.042,-0.027,85648,awake
2025-04-29 14:39:54.350761,194715,-1.475,0.982,10.573,-0.049,0.046,-0.023,85160,awake
2025-04-29 14:39:54.369788,194735,-1.530,0.970,10.527,-0.036,0.044,-0.015,84648,awake
2025-04-29 14:39:54.390453,194755,-1.551,0.986,10.525,-0.010,0.030,-0.011,84377,awake
2025-04-29 14:39:54.411028,194775,-1.532,0.984,10.487,0.011,0.016,-0.012,84235,awake
2025-04-29 14:39:54.431084,194795,-1.480,0.967,10.573,0.017,0.018,-0.025,84334,awake
2025-04-29 14:39:54.452747,194815,-1.453,1.046,10.642,0.001,0.035,-0.018,84488,awake
2025-04-29 14:39:54.471815,194835,-1.487,1.049,10.604,-0.025,0.044,-0.005,84683,awake
2025-04-29 14:39:54.491257,194855,-1.542,1.003,10.542,-0.040,0.042,-0.009,84693,awake
2025-04-29 14:39:54.511307,194875,-1.532,0.991,10.539,-0.040,0.039,-0.014,84767,awake
2025-04-29 14:39:54.531041,194895,-1.520,0.986,10.542,-0.021,0.038,-0.007,84849,awake
2025-04-29 14:39:54.554572,194915,-1.544,0.986,10.494,0.002,0.031,-0.005,84941,awake
2025-04-29 14:39:54.570777,194935,-1.516,0.994,10.594,0.018,0.027,-0.007,85018,awake
2025-04-29 14:39:54.598084,194955,-1.446,1.003,10.580,0.015,0.034,-0.004,85051,awake
2025-04-29 14:39:54.609402,194975,-1.444,1.049,10.606,-0.003,0.037,0.000,85054,awake
2025-04-29 14:39:54.634773,194995,-1.456,1.049,10.633,-0.024,0.045,-0.006,85062,awake
2025-04-29 14:39:54.661506,195015,-1.506,1.034,10.568,-0.037,0.044,-0.011,85049,awake
2025-04-29 14:39:54.671907,195035,-1.530,1.025,10.537,-0.033,0.038,-0.012,85126,awake
2025-04-29 14:39:54.689856,195055,-1.525,0.996,10.558,-0.022,0.039,-0.015,85139,awake
2025-04-29 14:39:54.711861,195075,-1.506,1.032,10.539,-0.011,0.040,-0.016,85195,awake
2025-04-29 14:39:54.730641,195095,-1.501,1.006,10.592,-0.003,0.039,-0.022,85224,awake
2025-04-29 14:39:54.763137,195115,-1.492,1.018,10.561,-0.011,0.035,-0.015,85264,awake
2025-04-29 14:39:54.769500,195135,-1.494,1.022,10.549,-0.015,0.034,-0.008,85411,awake
2025-04-29 14:39:54.790194,195155,-1.504,1.015,10.551,-0.013,0.029,-0.011,85526,awake
2025-04-29 14:39:54.812676,195175,-1.506,1.037,10.582,-0.014,0.034,-0.009,85646,awake
2025-04-29 14:39:54.831394,195195,-1.494,1.053,10.587,-0.016,0.042,-0.007,85683,awake
2025-04-29 14:39:54.852298,195215,-1.523,1.018,10.558,-0.024,0.044,-0.013,85677,awake
2025-04-29 14:39:54.871206,195235,-1.494,1.010,10.575,-0.037,0.044,-0.018,85667,awake
2025-04-29 14:39:54.891535,195255,-1.480,0.991,10.573,-0.036,0.039,-0.013,85720,awake
2025-04-29 14:39:54.912341,195275,-1.496,0.982,10.570,-0.023,0.039,-0.009,85766,awake
2025-04-29 14:39:54.933594,195295,-1.504,1.027,10.561,-0.011,0.039,-0.005,85848,awake
