ServerTime,ESP_ms,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,IR
2025-04-29 13:56:20.978295,63031,5.112,2.600,-7.178,-0.020,0.016,-0.017,970
2025-04-29 13:56:21.000940,63051,5.126,2.622,-7.190,-0.013,0.024,-0.022,998
2025-04-29 13:56:21.013855,63071,5.100,2.658,-7.228,-0.011,0.047,-0.011,980
2025-04-29 13:56:21.030493,63091,5.054,2.677,-7.219,-0.022,0.055,-0.006,959
2025-04-29 13:56:21.058365,63111,5.035,2.634,-7.171,-0.027,0.044,-0.001,971
2025-04-29 13:56:21.075763,63131,5.054,2.598,-7.183,-0.023,0.023,-0.012,963
2025-04-29 13:56:21.092254,63151,5.088,2.600,-7.195,-0.015,0.018,-0.018,928
2025-04-29 13:56:21.114383,63171,5.121,2.662,-7.240,-0.014,0.029,-0.019,844
2025-04-29 13:56:21.135748,63191,5.100,2.670,-7.223,-0.019,0.046,-0.008,872
2025-04-29 13:56:21.149793,63211,5.061,2.643,-7.173,-0.024,0.052,-0.005,894
2025-04-29 13:56:21.159913,63231,5.035,2.634,-7.202,-0.020,0.041,-0.007,965
2025-04-29 13:56:21.194902,63251,5.073,2.636,-7.214,-0.019,0.025,-0.017,1020
2025-04-29 13:56:21.216531,63271,5.088,2.641,-7.221,-0.018,0.022,-0.015,1031
2025-04-29 13:56:21.235643,63291,5.104,2.643,-7.190,-0.018,0.031,-0.014,894
2025-04-29 13:56:21.254476,63311,5.107,2.655,-7.214,-0.019,0.043,-0.008,1017
2025-04-29 13:56:21.276386,63331,5.073,2.641,-7.183,-0.020,0.045,-0.009,1028
2025-04-29 13:56:21.295528,63351,5.047,2.636,-7.202,-0.021,0.041,-0.008,1083
2025-04-29 13:56:21.319051,63371,5.083,2.636,-7.163,-0.018,0.032,-0.014,1161
2025-04-29 13:56:21.329911,63391,5.083,2.648,-7.197,-0.018,0.027,-0.014,1236
2025-04-29 13:56:21.355871,63411,5.092,2.626,-7.228,-0.022,0.029,-0.011,1179
2025-04-29 13:56:21.364787,63431,5.097,2.612,-7.238,-0.022,0.038,-0.010,1110
2025-04-29 13:56:21.397959,63451,5.076,2.626,-7.219,-0.016,0.044,-0.010,1063
2025-04-29 13:56:21.420391,63471,5.057,2.638,-7.178,-0.016,0.042,-0.013,1070
2025-04-29 13:56:21.438471,63491,5.064,2.650,-7.204,-0.022,0.035,-0.010,1064
2025-04-29 13:56:21.456650,63511,5.061,2.636,-7.190,-0.025,0.027,-0.008,1076
2025-04-29 13:56:21.476586,63531,5.109,2.610,-7.187,-0.021,0.027,-0.016,1091
2025-04-29 13:56:21.494230,63551,5.097,2.619,-7.197,-0.014,0.036,-0.013,1080
2025-04-29 13:56:21.522414,63571,5.090,2.636,-7.223,-0.017,0.044,-0.012,1111
2025-04-29 13:56:21.535564,63591,5.071,2.672,-7.216,-0.022,0.044,-0.008,1095
2025-04-29 13:56:21.553998,63611,5.049,2.631,-7.190,-0.024,0.031,-0.007,1116
2025-04-29 13:56:21.576163,63631,5.090,2.612,-7.209,-0.023,0.025,-0.014,1084
2025-04-29 13:56:21.595557,63651,5.109,2.617,-7.223,-0.016,0.029,-0.014,1067
2025-04-29 13:56:21.620017,63671,5.071,2.638,-7.204,-0.014,0.037,-0.017,1142
2025-04-29 13:56:21.635667,63691,5.078,2.674,-7.192,-0.019,0.043,-0.007,1116
2025-04-29 13:56:21.650140,63711,5.049,2.638,-7.180,-0.028,0.039,-0.006,1274
2025-04-29 13:56:21.670011,63731,5.078,2.605,-7.185,-0.024,0.028,-0.009,1312
2025-04-29 13:56:21.695923,63751,5.080,2.624,-7.207,-0.015,0.026,-0.018,1353
2025-04-29 13:56:21.716774,63771,5.088,2.665,-7.211,-0.013,0.034,-0.017,1303
2025-04-29 13:56:21.736279,63791,5.088,2.662,-7.202,-0.020,0.040,-0.009,1315
2025-04-29 13:56:21.755736,63811,5.083,2.638,-7.202,-0.025,0.042,-0.007,1375
2025-04-29 13:56:21.776824,63831,5.083,2.626,-7.183,-0.022,0.035,-0.011,1476
2025-04-29 13:56:21.795217,63851,5.066,2.638,-7.178,-0.016,0.028,-0.013,1502
2025-04-29 13:56:21.814357,63871,5.085,2.643,-7.187,-0.020,0.026,-0.016,1470
2025-04-29 13:56:21.835837,63891,5.104,2.650,-7.192,-0.019,0.034,-0.010,1396
2025-04-29 13:56:21.856013,63911,5.095,2.650,-7.214,-0.017,0.044,-0.010,1292
2025-04-29 13:56:21.876409,63931,5.064,2.648,-7.207,-0.017,0.044,-0.009,1234
2025-04-29 13:56:21.893587,63951,5.059,2.646,-7.187,-0.021,0.037,-0.010,1176
2025-04-29 13:56:21.912607,63971,5.088,2.624,-7.178,-0.024,0.029,-0.011,1185
2025-04-29 13:56:21.935080,63991,5.112,2.607,-7.211,-0.021,0.026,-0.015,1156
2025-04-29 13:56:21.956300,64011,5.107,2.634,-7.204,-0.017,0.033,-0.012,1108
2025-04-29 13:56:21.978332,64031,5.069,2.646,-7.216,-0.018,0.042,-0.013,1102
2025-04-29 13:56:21.993733,64051,5.076,2.619,-7.223,-0.018,0.046,-0.007,1082
2025-04-29 13:56:22.015546,64071,5.057,2.634,-7.221,-0.021,0.039,-0.011,1082
2025-04-29 13:56:22.039605,64091,5.059,2.660,-7.195,-0.022,0.030,-0.010,1022
2025-04-29 13:56:22.054932,64111,5.085,2.624,-7.192,-0.021,0.023,-0.014,982
2025-04-29 13:56:22.070440,64131,5.095,2.626,-7.219,-0.016,0.026,-0.015,993
2025-04-29 13:56:22.095150,64151,5.102,2.626,-7.204,-0.016,0.040,-0.010,995
2025-04-29 13:56:22.108903,64171,5.061,2.646,-7.219,-0.019,0.046,-0.010,1043
2025-04-29 13:56:22.137745,64191,5.052,2.641,-7.202,-0.020,0.044,-0.006,1066
2025-04-29 13:56:22.143957,64211,5.061,2.641,-7.211,-0.021,0.034,-0.012,1103
2025-04-29 13:56:22.174296,64231,5.092,2.643,-7.187,-0.019,0.027,-0.013,1129
2025-04-29 13:56:22.193005,64251,5.104,2.629,-7.185,-0.018,0.029,-0.013,1063
2025-04-29 13:56:22.215689,64271,5.100,2.658,-7.185,-0.019,0.036,-0.011,1081
2025-04-29 13:56:22.239619,64291,5.073,2.643,-7.214,-0.019,0.042,-0.010,1134
2025-04-29 13:56:22.256933,64311,5.071,2.641,-7.171,-0.019,0.042,-0.010,1125
2025-04-29 13:56:22.274428,64331,5.054,2.648,-7.192,-0.019,0.036,-0.013,1191
2025-04-29 13:56:22.294426,64351,5.047,2.641,-7.183,-0.020,0.030,-0.011,1126
2025-04-29 13:56:22.317136,64371,5.104,2.636,-7.192,-0.021,0.029,-0.012,1031
2025-04-29 13:56:22.345475,64391,5.088,2.624,-7.233,-0.019,0.034,-0.010,895
2025-04-29 13:56:22.356626,64411,5.102,2.614,-7.202,-0.017,0.040,-0.010,864
2025-04-29 13:56:22.375324,64431,5.080,2.653,-7.187,-0.019,0.042,-0.016,918
2025-04-29 13:56:22.395444,64451,5.066,2.653,-7.214,-0.016,0.038,-0.007,933
2025-04-29 13:56:22.415519,64471,5.071,2.658,-7.209,-0.022,0.027,-0.014,983
2025-04-29 13:56:22.452062,64491,5.109,2.646,-7.230,-0.022,0.029,-0.011,1040
2025-04-29 13:56:22.452062,64511,5.112,2.629,-7.223,-0.021,0.038,-0.014,1043
2025-04-29 13:56:22.475021,64531,5.100,2.636,-7.216,-0.015,0.047,-0.011,1015
2025-04-29 13:56:22.493482,64551,5.064,2.674,-7.242,-0.018,0.048,-0.010,1057
2025-04-29 13:56:22.515856,64571,5.059,2.672,-7.216,-0.029,0.039,-0.014,1115
2025-04-29 13:56:22.535481,64591,5.073,2.607,-7.197,-0.030,0.029,-0.004,1254
2025-04-29 13:56:22.544746,64611,5.114,2.579,-7.190,-0.025,0.029,-0.009,1474
2025-04-29 13:56:22.574319,64631,5.121,2.622,-7.175,-0.013,0.035,-0.020,1800
2025-04-29 13:56:22.595490,64651,5.076,2.646,-7.238,-0.005,0.044,-0.013,2142
2025-04-29 13:56:22.623977,64671,5.071,2.710,-7.154,-0.028,0.044,-0.020,2758
2025-04-29 13:56:22.633954,64691,5.057,2.624,-7.199,-0.028,0.040,0.011,1474
2025-04-29 13:56:22.645601,64711,5.059,2.586,-7.202,-0.026,0.027,-0.015,6272
2025-04-29 13:56:22.676057,64731,5.112,2.691,-7.132,-0.006,0.031,-0.002,12106
2025-04-29 13:56:22.695460,64751,5.112,2.641,-7.204,-0.022,0.018,-0.040,20347
2025-04-29 13:56:22.716044,64771,5.095,2.626,-7.216,-0.021,0.035,0.013,26899
2025-04-29 13:56:22.735830,64791,5.102,2.636,-7.163,-0.019,0.054,-0.007,31111
2025-04-29 13:56:22.742603,64811,5.104,2.698,-7.211,-0.003,0.050,-0.000,26352
2025-04-29 13:56:22.783112,64831,5.028,2.658,-7.202,-0.025,0.035,-0.039,22477
2025-04-29 13:56:22.797710,64851,5.049,2.655,-7.173,-0.021,0.030,0.008,18002
2025-04-29 13:56:22.814540,64871,5.069,2.648,-7.197,-0.026,0.013,-0.023,14394
2025-04-29 13:56:22.836899,64891,5.102,2.605,-7.223,-0.016,0.029,-0.002,12754
2025-04-29 13:56:22.853823,64911,5.138,2.636,-7.175,-0.023,0.038,-0.029,12721
2025-04-29 13:56:22.874654,64931,5.080,2.650,-7.202,-0.008,0.051,0.007,13563
2025-04-29 13:56:22.893601,64951,5.049,2.636,-7.202,-0.025,0.042,-0.015,14062
2025-04-29 13:56:22.913807,64971,5.049,2.636,-7.180,-0.021,0.034,-0.007,13776
2025-04-29 13:56:22.939072,64991,5.104,2.643,-7.214,-0.018,0.022,-0.018,12239
2025-04-29 13:56:22.954354,65011,5.107,2.641,-7.204,-0.022,0.029,-0.011,11274
2025-04-29 13:56:22.976688,65031,5.119,2.646,-7.197,-0.021,0.035,-0.014,11382
2025-04-29 13:56:22.995096,65051,5.097,2.653,-7.202,-0.012,0.044,-0.007,11747
2025-04-29 13:56:23.014025,65071,5.049,2.646,-7.211,-0.019,0.046,-0.009,9365
2025-04-29 13:56:23.036216,65091,5.069,2.653,-7.190,-0.025,0.035,-0.014,11274
2025-04-29 13:56:23.059446,65111,5.064,2.631,-7.171,-0.019,0.028,-0.006,4687
2025-04-29 13:56:23.077221,65131,5.104,2.636,-7.207,-0.021,0.025,-0.017,3360
2025-04-29 13:56:23.098759,65151,5.114,2.643,-7.216,-0.017,0.033,-0.014,2632
2025-04-29 13:56:23.122758,65171,5.085,2.631,-7.209,-0.016,0.043,-0.009,2595
2025-04-29 13:56:23.138818,65191,5.064,2.646,-7.221,-0.018,0.044,-0.007,2739
2025-04-29 13:56:23.161212,65211,5.385,2.243,-7.276,0.050,0.067,-0.119,2635
2025-04-29 13:56:23.175647,65231,5.306,2.713,-7.333,0.060,0.152,-0.187,2553
2025-04-29 13:56:23.194585,65251,5.241,2.622,-7.228,0.040,0.258,-0.105,2629
2025-04-29 13:56:23.216049,65271,4.831,2.775,-7.082,0.052,0.192,-0.145,2760
2025-04-29 13:56:23.235939,65291,5.059,3.002,-7.223,-0.071,0.118,-0.163,2563
2025-04-29 13:56:23.263442,65311,5.183,2.614,-7.101,-0.066,0.175,0.044,2028
2025-04-29 13:56:23.278479,65331,5.073,2.576,-7.072,-0.025,0.133,-0.010,1732
2025-04-29 13:56:23.296422,65351,5.188,2.710,-7.149,-0.057,0.080,-0.136,1599
2025-04-29 13:56:23.324366,65371,5.385,2.823,-7.214,-0.057,0.153,-0.086,1511
2025-04-29 13:56:23.329214,65391,5.052,2.792,-7.262,-0.062,0.206,0.145,1432
2025-04-29 13:56:23.342803,65411,5.411,2.461,-7.065,-0.066,0.102,-0.137,1318
2025-04-29 13:56:23.375932,65431,5.224,2.433,-7.223,0.013,0.156,-0.091,1189
2025-04-29 13:56:23.395370,65451,5.270,2.629,-6.981,0.114,0.237,0.094,1113
2025-04-29 13:56:23.416091,65471,5.306,3.132,-6.838,0.022,0.161,-0.067,974
2025-04-29 13:56:23.439060,65491,5.444,3.081,-7.099,-0.091,0.172,-0.043,907
2025-04-29 13:56:23.455620,65511,5.507,2.514,-6.996,-0.137,0.232,0.022,858
2025-04-29 13:56:23.476404,65531,5.715,2.246,-6.888,-0.063,0.268,-0.146,744
2025-04-29 13:56:23.494763,65551,5.772,2.758,-6.673,0.059,0.293,-0.134,722
2025-04-29 13:56:23.517051,65571,5.748,2.990,-6.766,-0.032,0.257,0.067,739
2025-04-29 13:56:23.530011,65591,5.387,3.002,-7.479,0.006,0.457,0.076,806
2025-04-29 13:56:23.542038,65611,4.939,2.696,-6.244,-0.077,0.398,0.123,807
2025-04-29 13:56:23.575664,65631,4.767,2.581,-5.792,-0.082,-0.070,0.131,813
2025-04-29 13:56:23.593561,65651,4.719,2.332,-7.015,0.017,-0.497,-0.087,735
2025-04-29 13:56:23.616060,65671,4.769,2.665,-7.432,0.151,-0.537,0.092,796
2025-04-29 13:56:23.635506,65691,5.875,3.194,-7.391,-0.041,-0.535,-0.333,805
2025-04-29 13:56:23.644470,65711,6.340,3.254,-7.597,-0.103,-0.044,0.201,850
2025-04-29 13:56:23.675560,65731,5.193,2.591,-7.020,-0.135,0.216,0.580,869
2025-04-29 13:56:23.695067,65751,4.841,2.009,-6.737,-0.178,0.059,0.211,848
2025-04-29 13:56:23.716763,65771,5.325,2.409,-6.823,-0.043,-0.063,0.097,755
2025-04-29 13:56:23.735747,65791,5.459,2.210,-7.405,0.001,-0.080,-0.184,717
2025-04-29 13:56:23.758575,65811,5.495,1.899,-7.156,0.164,0.079,-0.061,719
2025-04-29 13:56:23.777796,65831,4.927,1.812,-7.599,0.250,0.235,-0.155,696
2025-04-29 13:56:23.796572,65851,5.066,2.909,-6.931,0.354,0.324,-0.206,716
2025-04-29 13:56:23.816285,65871,5.114,2.358,-6.812,0.346,0.150,0.078,717
2025-04-29 13:56:23.826621,65891,5.543,2.526,-6.270,0.354,-0.075,-0.248,693
2025-04-29 13:56:23.855818,65911,5.916,2.923,-6.665,0.331,-0.251,-0.306,707
2025-04-29 13:56:23.885551,65931,5.792,2.433,-7.547,0.264,-0.072,-0.157,684
2025-04-29 13:56:23.896209,65951,5.610,2.966,-6.938,0.350,0.035,-0.163,661
2025-04-29 13:56:23.914681,65971,5.250,2.406,-7.113,0.192,-0.010,-0.173,651
2025-04-29 13:56:23.933387,65991,5.380,2.248,-7.137,0.306,0.059,-0.099,620
2025-04-29 13:56:23.958590,66011,5.624,2.354,-6.567,0.245,-0.190,-0.313,635
2025-04-29 13:56:23.980086,66031,5.085,2.085,-7.491,0.276,-0.175,-0.046,684
2025-04-29 13:56:23.996107,66051,5.059,3.512,-7.338,0.191,-0.096,-0.235,736
2025-04-29 13:56:24.014184,66071,5.035,2.406,-7.807,0.024,-0.071,-0.036,759
2025-04-29 13:56:24.036365,66091,5.045,2.370,-7.640,0.037,-0.051,-0.125,784
2025-04-29 13:56:24.056131,66111,5.114,2.272,-7.365,-0.009,0.024,-0.043,747
2025-04-29 13:56:24.083135,66131,5.329,2.157,-7.348,-0.028,0.090,-0.127,756
2025-04-29 13:56:24.095765,66151,6.546,1.616,-7.080,0.136,0.035,0.147,778
2025-04-29 13:56:24.114587,66171,4.843,2.128,-7.216,0.200,-0.001,0.283,825
2025-04-29 13:56:24.135881,66191,5.066,2.820,-7.618,0.012,-0.022,-0.050,859
2025-04-29 13:56:24.156049,66211,5.397,2.636,-7.025,-0.168,0.021,0.075,859
2025-04-29 13:56:24.191068,66231,5.243,1.657,-7.197,-0.098,0.072,0.069,779
2025-04-29 13:56:24.196813,66251,5.071,2.078,-7.499,-0.017,0.092,-0.081,709
2025-04-29 13:56:24.224740,66271,4.973,2.215,-7.329,-0.042,0.129,0.044,704
2025-04-29 13:56:24.226303,66291,5.011,2.186,-7.594,-0.045,0.082,-0.083,683
2025-04-29 13:56:24.257698,66311,4.843,2.377,-7.587,-0.069,0.116,-0.018,698
2025-04-29 13:56:24.291414,66331,5.298,2.248,-7.087,-0.077,0.065,0.136,712
2025-04-29 13:56:24.294764,66351,4.800,2.246,-7.405,-0.135,0.138,-0.005,696
2025-04-29 13:56:24.315597,66371,5.078,2.349,-7.211,-0.211,0.064,0.028,662
2025-04-29 13:56:24.337102,66391,5.179,2.320,-7.219,-0.268,0.012,0.014,705
2025-04-29 13:56:24.353540,66411,5.169,2.466,-7.128,-0.171,0.025,0.137,684
2025-04-29 13:56:24.376712,66431,5.090,2.665,-7.274,-0.162,0.010,0.351,656
2025-04-29 13:56:24.396888,66451,5.064,2.069,-7.305,-0.177,-0.066,0.264,672
2025-04-29 13:56:24.414820,66471,5.239,2.133,-7.223,-0.234,-0.062,0.302,616
2025-04-29 13:56:24.436257,66491,5.329,1.884,-7.336,-0.138,-0.111,0.132,647
2025-04-29 13:56:24.455993,66511,5.693,2.308,-7.245,-0.192,-0.071,-0.194,665
2025-04-29 13:56:24.477925,66531,5.531,2.236,-7.355,-0.090,0.091,0.027,743
2025-04-29 13:56:24.494154,66551,5.224,2.356,-7.202,-0.043,0.212,0.192,770
2025-04-29 13:56:24.514065,66571,5.109,2.222,-7.147,-0.088,0.074,-0.001,784
2025-04-29 13:56:24.530790,66591,5.116,2.246,-7.149,-0.047,0.017,0.094,717
2025-04-29 13:56:24.550610,66611,5.495,2.260,-7.197,-0.066,0.008,-0.033,762
2025-04-29 13:56:24.575224,66631,5.346,2.219,-7.216,-0.006,0.084,0.024,796
2025-04-29 13:56:24.596736,66651,5.100,2.339,-7.113,-0.008,0.040,-0.054,821
2025-04-29 13:56:24.619909,66671,5.040,2.401,-7.144,-0.005,-0.035,0.009,852
2025-04-29 13:56:24.641205,66691,5.353,2.358,-7.214,-0.062,-0.038,-0.084,840
2025-04-29 13:56:24.653799,66711,5.430,2.356,-7.271,-0.035,0.058,0.003,750
2025-04-29 13:56:24.676672,66731,5.327,2.282,-7.211,-0.020,0.121,0.040,714
2025-04-29 13:56:24.699166,66751,5.169,2.294,-7.118,-0.007,0.093,0.031,693
2025-04-29 13:56:24.714086,66771,5.095,2.346,-7.123,-0.014,0.010,-0.032,698
2025-04-29 13:56:24.737106,66791,5.313,2.387,-7.202,-0.051,-0.035,-0.090,717
2025-04-29 13:56:24.751510,66811,5.437,2.339,-7.245,-0.035,0.038,0.009,697
2025-04-29 13:56:24.776585,66831,5.332,2.373,-7.178,-0.018,0.099,0.058,681
2025-04-29 13:56:24.798766,66851,5.200,2.346,-7.175,-0.032,0.096,0.067,705
2025-04-29 13:56:24.815129,66871,5.248,2.354,-7.149,-0.059,0.069,0.038,685
2025-04-29 13:56:24.836985,66891,5.260,2.253,-7.123,-0.045,0.050,0.031,664
2025-04-29 13:56:24.850296,66911,5.308,2.227,-7.113,-0.030,0.021,-0.007,606
2025-04-29 13:56:24.873957,66931,5.306,2.284,-7.132,-0.003,0.010,-0.019,592
2025-04-29 13:56:24.899479,66951,5.327,2.334,-7.209,-0.005,0.015,-0.031,630
2025-04-29 13:56:24.914499,66971,5.322,2.198,-7.187,0.013,0.004,-0.078,664
2025-04-29 13:56:24.936814,66991,5.301,2.533,-7.211,-0.001,0.044,-0.021,731
2025-04-29 13:56:24.955655,67011,5.284,2.344,-7.180,-0.059,0.047,0.003,752
2025-04-29 13:56:24.973946,67031,5.267,2.205,-7.137,-0.013,0.038,0.003,786
2025-04-29 13:56:25.003516,67051,5.303,2.363,-7.142,-0.012,0.039,-0.013,761
2025-04-29 13:56:25.008694,67071,5.308,2.320,-7.151,-0.026,0.050,0.000,735
2025-04-29 13:56:25.035751,67091,5.279,2.291,-7.151,-0.015,0.044,-0.003,756
2025-04-29 13:56:25.045339,67111,5.260,2.339,-7.135,-0.019,0.029,-0.017,828
2025-04-29 13:56:25.075371,67131,5.272,2.327,-7.192,-0.030,0.023,-0.012,843
2025-04-29 13:56:25.094440,67151,5.303,2.322,-7.159,-0.023,0.026,-0.012,831
2025-04-29 13:56:25.114999,67171,5.298,2.346,-7.166,-0.017,0.031,-0.006,781
2025-04-29 13:56:25.135682,67191,5.298,2.330,-7.178,-0.023,0.030,-0.019,696
2025-04-29 13:56:25.157682,67211,5.289,2.303,-7.175,-0.018,0.037,-0.005,688
2025-04-29 13:56:25.176012,67231,5.313,2.351,-7.168,-0.011,0.033,-0.004,682
2025-04-29 13:56:25.194587,67251,5.262,2.337,-7.168,-0.026,0.024,-0.014,703
2025-04-29 13:56:25.215239,67271,5.274,2.313,-7.192,-0.022,0.026,-0.006,720
2025-04-29 13:56:25.224903,67291,5.262,2.330,-7.130,-0.014,0.017,0.021,686
2025-04-29 13:56:25.255177,67311,5.294,2.354,-7.118,-0.015,0.019,0.016,661
2025-04-29 13:56:25.274794,67331,5.318,2.301,-7.168,-0.016,0.025,0.003,689
2025-04-29 13:56:25.292862,67351,5.303,2.337,-7.161,-0.015,0.042,0.002,652
2025-04-29 13:56:25.316857,67371,5.236,2.310,-7.154,-0.017,0.029,0.007,624
2025-04-29 13:56:25.335704,67391,5.169,2.330,-7.125,-0.005,-0.005,0.014,604
2025-04-29 13:56:25.355801,67411,5.183,2.373,-7.161,-0.017,-0.031,-0.035,604
2025-04-29 13:56:25.376031,67431,5.294,2.265,-7.202,-0.022,-0.031,-0.019,616
2025-04-29 13:56:25.395534,67451,5.260,2.337,-7.197,-0.005,0.003,-0.070,674
2025-04-29 13:56:25.416040,67471,5.150,2.411,-7.161,-0.023,-0.007,0.015,746
2025-04-29 13:56:25.436716,67491,5.368,2.198,-7.238,-0.015,0.007,-0.077,754
2025-04-29 13:56:25.444954,67511,5.231,2.411,-7.204,0.017,0.050,-0.008,769
2025-04-29 13:56:25.474493,67531,5.107,2.421,-7.154,-0.035,0.017,-0.015,707
2025-04-29 13:56:25.495569,67551,5.200,2.210,-7.192,-0.035,-0.031,-0.058,737
2025-04-29 13:56:25.513279,67571,5.306,2.349,-7.257,0.004,-0.015,-0.077,791
2025-04-29 13:56:25.534485,67591,5.253,2.459,-7.242,-0.019,0.016,-0.025,801
2025-04-29 13:56:25.555717,67611,5.277,2.279,-7.226,-0.032,0.023,-0.009,844
2025-04-29 13:56:25.576696,67631,5.100,2.282,-7.178,0.026,0.030,0.035,810
2025-04-29 13:56:25.594293,67651,5.088,2.344,-7.187,-0.020,-0.051,-0.093,724
2025-04-29 13:56:25.617777,67671,5.361,2.303,-7.271,0.005,-0.022,-0.056,689
2025-04-29 13:56:25.630454,67691,5.337,2.310,-7.302,0.047,0.099,-0.013,675
2025-04-29 13:56:25.657677,67711,5.001,2.456,-7.163,0.044,0.115,0.062,673
2025-04-29 13:56:25.675604,67731,5.152,2.464,-7.228,-0.060,0.026,-0.125,702
2025-04-29 13:56:25.696853,67751,5.382,2.274,-7.283,-0.043,0.085,0.038,697
2025-04-29 13:56:25.723300,67771,5.229,2.251,-7.242,0.003,0.145,0.043,677
2025-04-29 13:56:25.736396,67791,4.982,2.416,-7.147,-0.014,0.063,0.021,693
2025-04-29 13:56:25.755656,67811,5.272,2.222,-7.233,-0.038,0.003,-0.088,667
2025-04-29 13:56:25.773893,67831,5.361,2.411,-7.219,0.004,0.066,-0.007,652
2025-04-29 13:56:25.799129,67851,5.246,2.392,-6.711,-0.037,0.009,-0.032,604
2025-04-29 13:56:25.830255,67871,5.109,2.399,-7.341,-0.078,-0.039,-0.159,599
2025-04-29 13:56:25.830255,67891,5.219,1.908,-7.276,0.020,0.019,-0.070,611
2025-04-29 13:56:25.855725,67911,5.148,2.574,-7.204,0.021,0.009,-0.119,652
2025-04-29 13:56:25.875009,67931,5.222,2.334,-7.254,-0.036,0.019,-0.079,718
2025-04-29 13:56:25.895924,67951,5.107,2.380,-7.221,0.008,0.022,-0.046,733
2025-04-29 13:56:25.915947,67971,5.188,2.478,-7.233,-0.026,0.025,-0.038,784
2025-04-29 13:56:25.931612,67991,5.210,2.394,-7.240,-0.038,0.053,0.033,730
2025-04-29 13:56:25.955570,68011,5.131,2.334,-7.219,-0.039,0.041,0.006,734
2025-04-29 13:56:25.981228,68031,5.157,2.368,-7.221,-0.027,0.022,-0.008,762
2025-04-29 13:56:25.995724,68051,5.176,2.373,-7.245,-0.034,0.019,-0.011,824
2025-04-29 13:56:26.015245,68071,5.143,2.339,-7.223,-0.032,0.018,-0.006,836
2025-04-29 13:56:26.036697,68091,5.095,2.464,-7.350,0.008,0.031,-0.011,834
2025-04-29 13:56:26.055529,68111,5.246,2.504,-7.228,-0.057,0.046,0.087,766
2025-04-29 13:56:26.074434,68131,5.112,2.313,-7.192,-0.048,0.052,0.131,706
2025-04-29 13:56:26.096614,68151,5.090,2.198,-7.144,-0.051,-0.006,0.080,687
2025-04-29 13:56:26.106907,68171,5.183,2.174,-7.183,-0.034,-0.079,-0.063,658
2025-04-29 13:56:26.137271,68191,5.298,2.406,-7.331,-0.011,-0.052,-0.075,681
2025-04-29 13:56:26.155804,68211,5.246,2.416,-7.298,-0.035,0.031,0.002,703
2025-04-29 13:56:26.176169,68231,5.071,2.282,-7.238,-0.030,0.029,-0.016,677
2025-04-29 13:56:26.195907,68251,5.126,2.385,-7.242,-0.017,0.002,-0.034,669
2025-04-29 13:56:26.209048,68271,5.183,2.387,-7.254,-0.011,0.017,-0.007,675
2025-04-29 13:56:26.226493,68291,5.162,2.433,-7.259,-0.039,0.033,0.007,669
2025-04-29 13:56:26.254204,68311,5.114,2.399,-7.288,-0.015,0.055,0.046,614
2025-04-29 13:56:26.276125,68331,5.195,2.315,-7.245,-0.043,0.054,0.021,584
2025-04-29 13:56:26.295630,68351,5.145,2.227,-7.242,-0.006,0.050,0.013,595
2025-04-29 13:56:26.315760,68371,5.121,2.358,-7.223,0.011,0.029,-0.030,617
2025-04-29 13:56:26.336912,68391,5.155,2.413,-7.228,-0.007,0.019,-0.005,673
2025-04-29 13:56:26.354046,68411,5.116,2.263,-7.235,-0.017,0.010,-0.011,718
2025-04-29 13:56:26.375025,68431,5.164,2.284,-7.250,0.020,0.006,-0.034,751
2025-04-29 13:56:26.394825,68451,5.183,2.418,-7.302,0.009,0.020,-0.061,764
2025-04-29 13:56:26.415892,68471,5.188,2.368,-7.307,-0.018,0.051,-0.013,697
2025-04-29 13:56:26.436938,68491,5.133,2.296,-7.264,-0.003,0.068,0.009,758
2025-04-29 13:56:26.455509,68511,5.097,2.339,-7.269,-0.006,0.051,-0.047,777
2025-04-29 13:56:26.475649,68531,5.140,2.394,-7.252,-0.012,0.041,-0.017,810
2025-04-29 13:56:26.496262,68551,5.133,2.342,-7.240,-0.019,0.036,-0.007,833
2025-04-29 13:56:26.519444,68571,5.195,2.332,-7.264,-0.012,0.044,0.008,803
2025-04-29 13:56:26.540065,68591,5.109,2.313,-7.259,-0.014,0.037,-0.017,739
2025-04-29 13:56:26.556195,68611,5.171,2.385,-7.264,-0.023,0.031,-0.020,690
2025-04-29 13:56:26.575304,68631,5.164,2.322,-7.245,-0.035,0.052,-0.012,681
2025-04-29 13:56:26.591418,68651,5.104,2.334,-7.214,-0.026,0.039,-0.018,670
2025-04-29 13:56:26.613087,68671,5.157,2.351,-7.274,-0.037,0.032,-0.012,686
2025-04-29 13:56:26.640977,68691,5.124,2.339,-7.259,-0.029,0.038,0.040,683
2025-04-29 13:56:26.656939,68711,5.066,2.339,-7.250,-0.033,0.014,0.019,676
2025-04-29 13:56:26.674219,68731,5.109,2.351,-7.238,-0.052,-0.020,-0.018,678
2025-04-29 13:56:26.693015,68751,5.198,2.327,-7.281,-0.059,-0.019,-0.020,660
2025-04-29 13:56:26.705017,68771,5.169,2.354,-7.274,-0.057,0.005,-0.009,649
2025-04-29 13:56:26.722928,68791,5.109,2.298,-7.274,-0.059,0.005,-0.028,595
2025-04-29 13:56:26.754969,68811,5.109,2.373,-7.298,-0.025,0.010,-0.003,585
