ServerTime,ESP_ms,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,IR
2025-04-29 13:55:57.213918,39271,4.978,2.670,-7.207,-0.061,0.021,0.080,106193
2025-04-29 13:55:57.236608,39291,5.100,2.428,-7.171,-0.078,0.002,-0.021,106527
2025-04-29 13:55:57.248893,39311,5.076,2.713,-7.254,0.020,0.027,0.103,106867
2025-04-29 13:55:57.275102,39331,5.157,2.543,-7.190,-0.038,0.042,-0.050,107069
2025-04-29 13:55:57.295716,39351,4.896,2.899,-7.281,-0.001,0.092,0.097,107257
2025-04-29 13:55:57.314466,39371,4.848,2.717,-7.345,-0.096,0.065,0.121,107319
2025-04-29 13:55:57.335695,39391,5.150,2.456,-7.099,-0.110,0.052,-0.015,107302
2025-04-29 13:55:57.355267,39411,5.157,2.602,-7.101,0.032,0.059,0.023,107167
2025-04-29 13:55:57.374804,39431,4.956,2.772,-7.257,-0.010,0.057,0.011,107024
2025-04-29 13:55:57.394412,39451,4.992,2.816,-7.242,-0.095,0.034,0.032,106904
2025-04-29 13:55:57.419384,39471,5.085,2.516,-7.238,-0.057,0.048,0.080,106786
2025-04-29 13:55:57.443140,39491,4.980,2.602,-7.195,-0.035,0.047,0.069,106781
2025-04-29 13:55:57.457024,39511,5.064,2.705,-7.142,-0.051,0.026,0.035,106924
2025-04-29 13:55:57.477239,39531,5.085,2.682,-7.180,-0.044,0.022,0.089,107175
2025-04-29 13:55:57.496571,39551,5.155,2.504,-7.180,-0.065,0.016,0.017,107368
2025-04-29 13:55:57.513135,39571,5.138,2.478,-7.262,-0.007,0.046,0.012,107495
2025-04-29 13:55:57.535513,39591,5.028,2.624,-7.269,0.011,0.060,-0.027,107609
2025-04-29 13:55:57.559150,39611,4.973,2.756,-7.207,-0.008,0.055,-0.010,107637
2025-04-29 13:55:57.578158,39631,4.997,2.715,-7.140,-0.043,0.018,0.005,107649
2025-04-29 13:55:57.597229,39651,5.121,2.586,-7.159,-0.046,-0.003,0.018,107676
2025-04-29 13:55:57.616038,39671,5.160,2.519,-7.197,-0.025,0.008,-0.003,107755
2025-04-29 13:55:57.634588,39691,5.145,2.567,-7.238,0.006,0.045,-0.029,107911
2025-04-29 13:55:57.663871,39711,5.073,2.753,-7.290,0.008,0.077,-0.018,108031
2025-04-29 13:55:57.672915,39731,4.942,2.741,-7.197,-0.032,0.069,0.006,108105
2025-04-29 13:55:57.695015,39751,4.946,2.526,-7.106,-0.046,0.007,-0.021,108178
2025-04-29 13:55:57.714517,39771,5.121,2.569,-7.223,-0.015,-0.020,-0.001,107837
2025-04-29 13:55:57.730403,39791,5.186,2.600,-7.235,-0.013,0.008,-0.044,106954
2025-04-29 13:55:57.747844,39811,5.138,2.696,-7.242,-0.001,0.062,-0.018,105927
2025-04-29 13:55:57.776969,39831,5.057,2.677,-7.202,-0.011,0.073,-0.014,105366
2025-04-29 13:55:57.793775,39851,5.025,2.593,-7.190,-0.024,0.053,-0.044,105209
2025-04-29 13:55:57.813057,39871,5.090,2.605,-7.175,-0.007,0.039,-0.053,105437
2025-04-29 13:55:57.829314,39891,5.047,2.629,-7.269,0.007,0.034,-0.031,105905
2025-04-29 13:55:57.853166,39911,5.150,2.658,-7.173,-0.034,0.060,-0.041,106364
2025-04-29 13:55:57.874809,39931,5.133,2.540,-7.171,0.002,0.066,-0.063,106717
2025-04-29 13:55:57.896286,39951,5.102,2.624,-7.195,0.008,0.064,-0.082,106980
2025-04-29 13:55:57.913136,39971,5.071,2.595,-7.183,0.007,0.057,-0.093,107191
2025-04-29 13:55:57.931356,39991,4.891,2.775,-7.211,0.026,0.007,-0.014,107537
2025-04-29 13:55:57.951782,40011,5.028,2.710,-7.264,-0.052,-0.042,-0.084,107823
2025-04-29 13:55:57.973192,40031,5.140,2.466,-7.240,-0.007,-0.016,-0.028,107971
2025-04-29 13:55:57.989624,40051,5.057,2.696,-7.257,0.021,0.008,-0.011,107995
2025-04-29 13:55:58.015591,40071,5.057,2.902,-7.250,-0.024,0.026,0.054,107969
2025-04-29 13:55:58.029548,40091,5.121,2.622,-7.199,-0.074,0.046,0.015,107913
2025-04-29 13:55:58.054772,40111,5.047,2.595,-7.233,-0.037,0.063,0.044,107834
2025-04-29 13:55:58.074661,40131,5.037,2.650,-7.154,-0.033,0.058,0.032,107742
2025-04-29 13:55:58.094371,40151,5.042,2.593,-7.242,-0.025,0.042,0.026,107673
2025-04-29 13:55:58.116635,40171,5.071,2.684,-7.180,-0.040,0.039,0.005,107630
2025-04-29 13:55:58.130736,40191,5.054,2.720,-7.185,-0.034,0.047,0.062,107601
2025-04-29 13:55:58.154545,40211,5.033,2.586,-7.271,-0.058,0.042,0.065,107641
2025-04-29 13:55:58.168187,40231,5.064,2.545,-7.163,-0.052,0.036,0.041,107672
2025-04-29 13:55:58.186566,40251,5.085,2.526,-7.183,-0.014,0.028,0.001,107713
2025-04-29 13:55:58.214933,40271,5.083,2.658,-7.175,0.002,0.023,-0.027,107692
2025-04-29 13:55:58.233616,40291,5.121,2.715,-7.185,-0.021,0.024,-0.025,107701
2025-04-29 13:55:58.254776,40311,5.076,2.569,-7.199,-0.027,0.032,0.005,107704
2025-04-29 13:55:58.278118,40331,5.025,2.488,-7.173,0.007,0.013,-0.033,107715
2025-04-29 13:55:58.295148,40351,5.028,2.691,-7.233,0.031,-0.002,-0.053,107770
2025-04-29 13:55:58.314513,40371,5.040,2.792,-7.240,-0.006,0.007,-0.033,107762
2025-04-29 13:55:58.336672,40391,4.992,2.710,-7.226,-0.050,0.015,0.040,107704
2025-04-29 13:55:58.355743,40411,5.030,2.485,-7.159,-0.043,-0.012,0.033,107696
2025-04-29 13:55:58.378965,40431,5.097,2.502,-7.151,0.014,-0.033,-0.015,107689
2025-04-29 13:55:58.397092,40451,5.294,2.638,-7.348,0.010,0.024,-0.075,107407
2025-04-29 13:55:58.411684,40471,5.097,2.650,-7.259,0.013,0.117,-0.054,106447
2025-04-29 13:55:58.428924,40491,4.812,2.703,-7.125,-0.002,0.101,-0.016,105263
2025-04-29 13:55:58.454781,40511,5.011,2.677,-7.247,-0.018,0.027,-0.060,104371
2025-04-29 13:55:58.480453,40531,5.090,2.679,-7.209,-0.032,0.052,0.002,103977
2025-04-29 13:55:58.498297,40551,4.985,2.576,-7.147,-0.025,0.026,-0.013,103831
2025-04-29 13:55:58.514341,40571,5.114,2.564,-7.283,0.002,0.023,-0.049,103799
2025-04-29 13:55:58.535612,40591,5.028,2.672,-7.290,-0.002,0.067,-0.033,103863
2025-04-29 13:55:58.558323,40611,5.066,2.660,-7.180,-0.027,0.071,-0.079,103976
2025-04-29 13:55:58.574560,40631,5.069,2.555,-7.137,-0.004,0.073,-0.066,104067
2025-04-29 13:55:58.599721,40651,5.004,2.557,-7.094,0.018,0.033,-0.099,104128
2025-04-29 13:55:58.611440,40671,5.102,2.689,-7.271,0.025,0.001,-0.115,104280
2025-04-29 13:55:58.629158,40691,5.037,2.744,-7.288,0.002,0.047,-0.031,104459
2025-04-29 13:55:58.648840,40711,4.906,2.538,-7.199,-0.002,0.030,-0.078,104622
2025-04-29 13:55:58.668633,40731,4.973,2.741,-7.317,0.035,0.008,-0.056,104647
2025-04-29 13:55:58.695322,40751,4.956,2.954,-7.195,-0.017,0.011,0.034,104653
2025-04-29 13:55:58.711134,40771,5.100,2.648,-7.209,-0.096,-0.003,-0.005,104625
2025-04-29 13:55:58.730642,40791,5.167,2.452,-7.233,-0.041,0.044,0.046,104635
2025-04-29 13:55:58.749732,40811,4.970,2.488,-7.262,0.004,0.046,-0.027,104700
2025-04-29 13:55:58.775349,40831,4.980,2.808,-7.305,0.011,0.063,-0.028,104736
2025-04-29 13:55:58.795393,40851,4.930,2.816,-7.259,-0.041,0.070,0.013,104814
2025-04-29 13:55:58.814616,40871,4.944,2.574,-7.254,-0.074,0.043,0.073,104896
2025-04-29 13:55:58.835713,40891,5.260,2.598,-7.173,-0.088,0.061,0.005,104965
2025-04-29 13:55:58.849236,40911,5.028,2.670,-7.111,-0.009,0.101,0.124,105177
2025-04-29 13:55:58.861303,40931,4.944,2.574,-7.295,-0.056,0.053,-0.017,105379
2025-04-29 13:55:58.893952,40951,5.025,2.607,-7.207,-0.016,0.068,0.014,105568
2025-04-29 13:55:58.918227,40971,4.994,2.693,-7.099,-0.004,0.032,-0.021,105686
2025-04-29 13:55:58.935022,40991,5.071,2.617,-7.128,-0.022,-0.018,-0.032,105770
2025-04-29 13:55:58.953146,41011,5.169,2.543,-7.187,-0.011,-0.014,-0.035,105830
2025-04-29 13:55:58.976952,41031,4.944,2.672,-7.238,0.035,-0.007,0.009,105945
2025-04-29 13:55:58.995652,41051,4.954,2.830,-7.290,-0.008,-0.018,-0.029,106070
2025-04-29 13:55:59.022440,41071,4.867,2.737,-7.252,-0.030,0.005,0.056,106222
2025-04-29 13:55:59.035646,41091,5.018,2.540,-7.163,-0.053,-0.051,-0.019,106404
2025-04-29 13:55:59.053765,41111,5.186,2.634,-7.173,-0.010,-0.027,0.055,106441
2025-04-29 13:55:59.072787,41131,5.171,2.626,-7.221,-0.028,0.002,-0.011,106099
2025-04-29 13:55:59.100223,41151,5.200,2.435,-7.321,0.003,0.048,-0.065,105241
2025-04-29 13:55:59.114449,41171,5.006,2.686,-7.341,0.035,0.114,-0.046,104409
2025-04-29 13:55:59.129373,41191,4.745,2.856,-7.240,0.006,0.083,-0.035,104009
2025-04-29 13:55:59.154813,41211,5.047,2.617,-7.154,-0.068,0.028,-0.086,103836
2025-04-29 13:55:59.175865,41231,5.057,2.569,-7.221,0.021,0.031,0.035,103975
2025-04-29 13:55:59.195596,41251,5.006,2.729,-7.247,-0.038,0.010,-0.035,104283
2025-04-29 13:55:59.215359,41271,5.104,2.682,-7.293,-0.046,0.041,0.014,104665
2025-04-29 13:55:59.233500,41291,4.987,2.521,-7.338,-0.026,0.082,0.014,104961
2025-04-29 13:55:59.252705,41311,4.889,2.533,-7.192,-0.012,0.073,-0.033,105204
2025-04-29 13:55:59.274521,41331,5.090,2.722,-7.159,0.012,0.036,-0.074,105360
2025-04-29 13:55:59.300974,41351,5.119,2.725,-7.233,-0.005,0.044,-0.063,105494
2025-04-29 13:55:59.313002,41371,4.990,2.581,-7.199,-0.018,0.052,-0.030,105632
2025-04-29 13:55:59.334636,41391,4.973,2.617,-7.259,-0.003,0.029,-0.044,105771
2025-04-29 13:55:59.355294,41411,4.930,2.607,-7.281,0.005,0.014,-0.059,105804
2025-04-29 13:55:59.374235,41431,4.978,2.667,-7.266,0.015,0.017,-0.060,105711
2025-04-29 13:55:59.392656,41451,5.006,2.851,-7.281,-0.001,0.030,-0.007,105559
2025-04-29 13:55:59.415755,41471,5.104,2.840,-7.288,-0.084,0.054,0.058,105389
2025-04-29 13:55:59.435631,41491,4.927,2.421,-7.140,-0.057,0.029,0.062,105265
2025-04-29 13:55:59.450782,41511,5.040,2.591,-7.300,-0.019,0.009,0.004,105150
2025-04-29 13:55:59.464140,41531,5.009,2.746,-7.348,-0.023,0.060,0.029,105142
2025-04-29 13:55:59.502065,41551,5.006,2.598,-7.254,-0.052,0.078,0.017,105153
2025-04-29 13:55:59.514691,41571,5.025,2.650,-7.101,-0.020,0.051,0.004,105156
2025-04-29 13:55:59.532481,41591,5.069,2.708,-7.230,-0.027,0.032,-0.001,105173
2025-04-29 13:55:59.550909,41611,4.994,2.593,-7.295,-0.046,0.035,0.035,105234
2025-04-29 13:55:59.572538,41631,4.968,2.567,-7.269,-0.036,0.042,0.024,105272
2025-04-29 13:55:59.594552,41651,4.954,2.576,-7.221,0.000,0.023,-0.037,105320
2025-04-29 13:55:59.615067,41671,5.011,2.646,-7.173,0.004,0.003,-0.072,105370
2025-04-29 13:55:59.634408,41691,5.104,2.667,-7.185,0.005,-0.001,-0.060,105391
2025-04-29 13:55:59.654828,41711,5.155,2.684,-7.259,-0.021,0.026,-0.050,105443
2025-04-29 13:55:59.674863,41731,4.913,2.504,-7.209,0.018,0.029,-0.006,105497
2025-04-29 13:55:59.699379,41751,4.858,2.749,-7.269,0.039,-0.005,-0.039,105607
2025-04-29 13:55:59.711614,41771,5.011,2.861,-7.329,-0.029,0.001,-0.048,105650
2025-04-29 13:55:59.730251,41791,5.035,2.545,-7.259,-0.042,0.031,0.010,105564
2025-04-29 13:55:59.755244,41811,5.066,2.674,-7.149,-0.009,0.045,-0.006,104865
2025-04-29 13:55:59.778992,41831,5.042,2.772,-7.247,-0.033,0.044,0.007,104097
2025-04-29 13:55:59.794229,41851,5.040,2.557,-7.276,-0.052,0.058,-0.007,103602
2025-04-29 13:55:59.810668,41871,4.958,2.605,-7.269,-0.009,0.081,0.004,103345
2025-04-29 13:55:59.835637,41891,4.920,2.547,-7.307,0.000,0.061,-0.045,103199
2025-04-29 13:55:59.853133,41911,5.045,2.749,-7.130,-0.034,0.052,-0.094,103156
2025-04-29 13:55:59.874546,41931,5.069,2.713,-7.178,-0.004,0.060,0.024,103163
2025-04-29 13:55:59.894747,41951,4.990,2.602,-7.264,-0.043,0.053,-0.038,103188
2025-04-29 13:55:59.910953,41971,4.922,2.569,-7.190,-0.015,0.054,-0.013,103259
2025-04-29 13:55:59.936112,41991,4.944,2.717,-7.238,0.026,0.029,-0.058,103312
2025-04-29 13:55:59.955895,42011,4.997,2.607,-7.159,-0.012,-0.004,-0.096,103425
2025-04-29 13:55:59.975723,42031,5.030,2.689,-7.199,0.024,-0.017,-0.063,103541
2025-04-29 13:55:59.995234,42051,4.927,2.741,-7.245,0.008,-0.032,-0.032,103640
2025-04-29 13:56:00.015719,42071,4.877,2.543,-7.319,0.012,-0.084,-0.090,103789
2025-04-29 13:56:00.034577,42091,5.023,2.780,-7.369,0.016,-0.052,-0.033,103835
2025-04-29 13:56:00.055530,42111,4.848,2.756,-7.295,-0.007,-0.024,0.028,103852
2025-04-29 13:56:00.059887,42131,4.939,2.581,-7.216,-0.022,-0.054,-0.012,103781
2025-04-29 13:56:00.092841,42151,5.013,2.703,-7.307,0.016,-0.041,0.020,103747
2025-04-29 13:56:00.119628,42171,5.011,2.739,-7.357,-0.034,-0.011,0.022,103760
2025-04-29 13:56:00.135515,42191,4.817,2.569,-7.298,-0.014,0.040,0.071,103852
2025-04-29 13:56:00.153581,42211,4.774,2.531,-7.281,-0.007,-0.011,-0.059,103907
2025-04-29 13:56:00.176838,42231,4.973,2.820,-7.238,0.007,-0.003,-0.050,103968
2025-04-29 13:56:00.193675,42251,4.949,2.799,-7.319,0.002,0.011,0.045,104110
2025-04-29 13:56:00.219243,42271,4.894,2.555,-7.456,-0.062,0.008,0.054,104184
2025-04-29 13:56:00.235923,42291,4.920,2.531,-7.312,-0.046,0.016,0.039,104251
2025-04-29 13:56:00.255460,42311,4.973,2.679,-7.424,-0.030,0.051,0.028,104396
2025-04-29 13:56:00.269681,42331,5.104,2.689,-7.365,-0.067,0.158,-0.016,104487
2025-04-29 13:56:00.295141,42351,4.559,2.550,-7.013,0.006,0.092,0.043,104613
2025-04-29 13:56:00.328225,42371,4.922,2.564,-7.309,-0.035,-0.065,-0.141,104644
2025-04-29 13:56:00.334874,42391,4.942,2.612,-7.353,0.028,-0.014,0.062,104642
2025-04-29 13:56:00.343994,42411,4.769,2.555,-7.317,-0.010,-0.068,-0.068,104633
2025-04-29 13:56:00.375731,42431,5.045,2.780,-7.503,0.018,-0.017,-0.025,104701
2025-04-29 13:56:00.395555,42451,5.152,2.818,-7.458,-0.076,0.124,0.044,104718
2025-04-29 13:56:00.416663,42471,4.978,2.521,-7.247,-0.056,0.182,0.084,104751
2025-04-29 13:56:00.435278,42491,4.611,2.492,-7.163,-0.016,0.083,0.095,104352
2025-04-29 13:56:00.452499,42511,4.815,2.710,-7.228,-0.039,-0.044,-0.017,103746
2025-04-29 13:56:00.475202,42531,5.114,2.672,-7.396,-0.041,0.003,-0.018,103192
2025-04-29 13:56:00.495595,42551,4.877,2.507,-7.357,-0.011,0.089,0.074,102882
2025-04-29 13:56:00.510624,42571,4.705,2.473,-7.240,-0.011,-0.008,-0.062,102683
2025-04-29 13:56:00.535967,42591,5.188,2.854,-7.506,-0.014,0.016,-0.019,102605
2025-04-29 13:56:00.549443,42611,5.021,2.746,-7.360,-0.098,0.122,0.086,102628
2025-04-29 13:56:00.574915,42631,4.820,2.447,-7.209,-0.087,0.145,0.109,102643
2025-04-29 13:56:00.593710,42651,4.606,2.361,-7.163,0.014,0.033,0.036,102726
2025-04-29 13:56:00.610499,42671,5.133,2.811,-7.298,-0.021,-0.015,-0.125,102816
2025-04-29 13:56:00.629262,42691,4.997,2.684,-7.223,-0.010,0.069,0.045,102881
2025-04-29 13:56:00.649554,42711,4.841,2.528,-7.242,-0.027,0.009,-0.039,102977
2025-04-29 13:56:00.673663,42731,4.908,2.624,-7.295,-0.004,-0.003,0.017,103094
2025-04-29 13:56:00.693788,42751,4.822,2.588,-7.254,0.002,-0.033,-0.018,103126
2025-04-29 13:56:00.714888,42771,5.167,2.734,-7.513,-0.021,-0.001,-0.096,103196
2025-04-29 13:56:00.735869,42791,5.037,2.703,-7.338,-0.037,0.183,0.145,103235
2025-04-29 13:56:00.743498,42811,4.803,2.533,-7.099,-0.049,0.115,0.043,103235
2025-04-29 13:56:00.775145,42831,4.884,2.485,-7.211,-0.024,0.026,0.001,103212
2025-04-29 13:56:00.795637,42851,5.092,2.701,-7.365,-0.019,0.044,0.004,103165
2025-04-29 13:56:00.815272,42871,4.968,2.586,-7.374,-0.040,0.090,0.022,103122
2025-04-29 13:56:00.838792,42891,4.915,2.631,-7.293,-0.040,0.107,0.028,103110
2025-04-29 13:56:00.855145,42911,5.030,2.696,-7.247,-0.052,0.092,-0.000,103144
2025-04-29 13:56:00.876947,42931,4.906,2.559,-7.235,-0.045,0.091,0.095,103228
2025-04-29 13:56:00.895412,42951,5.052,2.595,-7.223,-0.071,0.059,-0.008,103335
2025-04-29 13:56:00.911257,42971,5.025,2.523,-7.312,-0.024,0.087,0.019,103395
2025-04-29 13:56:00.938469,42991,5.016,2.641,-7.326,-0.024,0.100,-0.008,103478
2025-04-29 13:56:00.955020,43011,4.961,2.696,-7.140,-0.021,0.100,-0.007,103584
2025-04-29 13:56:00.973884,43031,4.973,2.574,-7.120,-0.031,0.040,-0.050,103643
2025-04-29 13:56:00.998314,43051,5.085,2.540,-7.214,-0.010,0.019,-0.046,103674
2025-04-29 13:56:01.018152,43071,5.033,2.648,-7.276,0.004,0.042,-0.017,103731
2025-04-29 13:56:01.039146,43091,4.930,2.717,-7.278,-0.012,0.044,-0.001,103777
2025-04-29 13:56:01.056393,43111,4.958,2.684,-7.283,-0.039,0.035,0.009,103886
2025-04-29 13:56:01.069542,43131,5.018,2.610,-7.209,-0.043,0.028,0.022,103674
2025-04-29 13:56:01.094532,43151,5.121,2.574,-7.175,-0.036,0.017,0.006,104162
2025-04-29 13:56:01.115150,43171,5.248,2.629,-7.235,-0.031,0.055,-0.001,104084
2025-04-29 13:56:01.141648,43191,5.133,2.586,-7.281,-0.026,0.119,0.006,103550
2025-04-29 13:56:01.153153,43211,4.851,2.586,-7.226,-0.004,0.117,0.015,102996
2025-04-29 13:56:01.174535,43231,4.882,2.693,-7.147,-0.021,0.047,-0.038,102582
2025-04-29 13:56:01.194155,43251,4.999,2.696,-7.168,-0.021,-0.000,-0.002,102341
2025-04-29 13:56:01.214789,43271,5.157,2.619,-7.195,-0.037,-0.015,-0.001,102270
2025-04-29 13:56:01.229092,43291,5.210,2.535,-7.245,-0.025,0.032,0.023,102287
2025-04-29 13:56:01.255111,43311,5.121,2.535,-7.295,-0.014,0.077,-0.012,102328
2025-04-29 13:56:01.277538,43331,4.973,2.641,-7.245,0.003,0.107,-0.010,102351
2025-04-29 13:56:01.294614,43351,4.913,2.744,-7.156,-0.013,0.067,-0.031,102366
2025-04-29 13:56:01.314518,43371,4.939,2.732,-7.099,-0.033,0.003,0.005,102400
2025-04-29 13:56:01.336141,43391,5.131,2.591,-7.185,-0.057,-0.041,0.010,102457
2025-04-29 13:56:01.355893,43411,5.279,2.456,-7.288,-0.032,-0.008,0.005,102617
2025-04-29 13:56:01.375262,43431,5.217,2.516,-7.338,0.012,0.075,-0.032,102752
2025-04-29 13:56:01.402169,43451,4.987,2.732,-7.269,0.017,0.123,-0.043,102805
2025-04-29 13:56:01.410595,43471,4.860,2.792,-7.192,-0.019,0.094,-0.008,102866
2025-04-29 13:56:01.435073,43491,4.915,2.705,-7.123,-0.058,0.011,0.025,102882
2025-04-29 13:56:01.454659,43511,5.090,2.535,-7.120,-0.054,-0.047,0.019,102883
2025-04-29 13:56:01.470457,43531,5.277,2.473,-7.235,-0.016,-0.030,-0.024,102873
2025-04-29 13:56:01.492441,43551,5.229,2.569,-7.324,0.017,0.058,-0.042,102876
2025-04-29 13:56:01.514881,43571,5.042,2.729,-7.290,0.005,0.122,-0.029,102910
2025-04-29 13:56:01.532418,43591,4.884,2.780,-7.142,-0.033,0.114,-0.001,103024
2025-04-29 13:56:01.555824,43611,4.932,2.698,-7.025,-0.058,0.022,-0.002,103184
2025-04-29 13:56:01.574874,43631,5.078,2.521,-7.113,-0.032,-0.048,-0.001,103280
2025-04-29 13:56:01.594632,43651,5.229,2.488,-7.317,-0.005,-0.034,-0.020,103449
2025-04-29 13:56:01.614171,43671,5.212,2.610,-7.367,0.013,0.055,-0.026,103614
2025-04-29 13:56:01.629439,43691,5.021,2.725,-7.293,-0.004,0.120,0.001,103669
2025-04-29 13:56:01.655451,43711,4.896,2.725,-7.123,-0.032,0.093,0.010,103817
2025-04-29 13:56:01.674939,43731,4.966,2.691,-6.998,-0.045,0.008,0.002,103954
2025-04-29 13:56:01.696308,43751,5.107,2.562,-7.142,-0.039,-0.047,0.000,104029
2025-04-29 13:56:01.709708,43771,5.236,2.476,-7.278,-0.022,-0.021,-0.018,104060
2025-04-29 13:56:01.735947,43791,5.212,2.559,-7.329,0.013,0.070,-0.028,104093
2025-04-29 13:56:01.761985,43811,5.001,2.741,-7.264,0.010,0.121,-0.034,104138
2025-04-29 13:56:01.776564,43831,4.867,2.804,-7.163,-0.026,0.095,0.001,104206
2025-04-29 13:56:01.796363,43851,4.934,2.701,-7.075,-0.060,0.010,0.025,104231
2025-04-29 13:56:01.809060,43871,5.116,2.492,-7.123,-0.047,-0.051,0.015,104023
2025-04-29 13:56:01.836667,43891,5.258,2.447,-7.271,-0.008,-0.026,-0.037,103372
2025-04-29 13:56:01.860979,43911,5.231,2.624,-7.329,0.026,0.059,-0.046,102845
2025-04-29 13:56:01.870716,43931,5.006,2.780,-7.312,-0.000,0.122,-0.027,102449
2025-04-29 13:56:01.892524,43951,4.887,2.775,-7.142,-0.042,0.104,0.014,102233
2025-04-29 13:56:01.912784,43971,4.978,2.660,-7.037,-0.058,0.010,0.005,102099
2025-04-29 13:56:01.931623,43991,5.133,2.483,-7.137,-0.026,-0.059,-0.004,102091
2025-04-29 13:56:01.963165,44011,5.239,2.442,-7.365,0.008,-0.019,-0.002,102107
2025-04-29 13:56:01.974707,44031,5.169,2.636,-7.345,0.005,0.067,-0.041,102171
2025-04-29 13:56:01.996186,44051,5.004,2.772,-7.271,0.005,0.125,0.003,102303
2025-04-29 13:56:02.014718,44071,4.875,2.737,-7.113,-0.043,0.080,0.006,102421
2025-04-29 13:56:02.038524,44091,5.006,2.648,-7.039,-0.058,-0.010,0.017,102548
2025-04-29 13:56:02.055428,44111,5.164,2.456,-7.178,-0.034,-0.056,-0.000,102696
2025-04-29 13:56:02.075092,44131,5.255,2.461,-7.353,0.002,-0.002,-0.036,102812
2025-04-29 13:56:02.092911,44151,5.150,2.658,-7.338,0.024,0.091,-0.046,102791
2025-04-29 13:56:02.114683,44171,4.973,2.794,-7.271,-0.006,0.127,-0.019,102837
2025-04-29 13:56:02.134891,44191,4.870,2.734,-7.089,-0.051,0.077,0.022,102865
2025-04-29 13:56:02.142233,44211,4.985,2.583,-7.084,-0.058,-0.017,0.030,102871
2025-04-29 13:56:02.175738,44231,5.171,2.456,-7.156,-0.032,-0.059,-0.009,102871
2025-04-29 13:56:02.194690,44251,5.272,2.500,-7.298,0.012,-0.005,-0.052,102852
2025-04-29 13:56:02.214670,44271,5.160,2.713,-7.343,0.023,0.095,-0.043,102814
2025-04-29 13:56:02.234289,44291,4.985,2.811,-7.204,-0.020,0.136,-0.016,102835
2025-04-29 13:56:02.252415,44311,4.877,2.715,-7.192,-0.035,0.061,0.050,102899
2025-04-29 13:56:02.274991,44331,5.004,2.535,-7.096,-0.067,-0.018,0.028,102978
2025-04-29 13:56:02.295654,44351,5.205,2.492,-7.118,-0.033,-0.053,-0.037,103067
2025-04-29 13:56:02.317551,44371,5.210,2.528,-7.377,0.029,0.020,-0.035,103170
2025-04-29 13:56:02.334908,44391,5.078,2.698,-7.338,0.005,0.100,-0.050,103253
2025-04-29 13:56:02.354992,44411,4.966,2.856,-7.161,-0.016,0.109,-0.003,103382
2025-04-29 13:56:02.379871,44431,4.932,2.725,-7.094,-0.053,0.035,0.034,103458
2025-04-29 13:56:02.394745,44451,5.083,2.509,-7.120,-0.066,-0.035,0.023,103516
2025-04-29 13:56:02.414426,44471,5.246,2.413,-7.250,-0.017,-0.029,-0.022,103536
2025-04-29 13:56:02.425776,44491,5.231,2.562,-7.290,0.032,0.049,-0.057,103606
2025-04-29 13:56:02.459382,44511,5.042,2.765,-7.274,0.016,0.110,-0.048,103702
2025-04-29 13:56:02.474393,44531,4.899,2.799,-7.219,-0.030,0.099,0.011,103827
2025-04-29 13:56:02.495836,44551,4.937,2.670,-7.111,-0.068,0.021,0.037,103953
2025-04-29 13:56:02.515957,44571,5.121,2.483,-7.113,-0.053,-0.042,0.017,103817
2025-04-29 13:56:02.528958,44591,5.248,2.418,-7.262,-0.004,-0.025,-0.039,103702
2025-04-29 13:56:02.545094,44611,5.217,2.631,-7.357,0.033,0.060,-0.059,102732
2025-04-29 13:56:02.577286,44631,5.028,2.813,-7.226,-0.000,0.125,-0.037,102341
2025-04-29 13:56:02.594821,44651,4.903,2.806,-7.159,-0.028,0.075,0.035,102162
2025-04-29 13:56:02.610185,44671,4.963,2.555,-7.154,-0.060,-0.004,0.069,102113
2025-04-29 13:56:02.632189,44691,5.181,2.490,-7.120,-0.056,-0.048,-0.011,102130
2025-04-29 13:56:02.655761,44711,5.274,2.478,-7.317,0.016,-0.004,-0.042,102140
2025-04-29 13:56:02.677559,44731,5.102,2.624,-7.367,0.027,0.093,-0.044,102182
2025-04-29 13:56:02.694875,44751,4.930,2.851,-7.168,-0.013,0.118,-0.044,102220
2025-04-29 13:56:02.709582,44771,4.915,2.808,-7.075,-0.036,0.060,0.040,102308
2025-04-29 13:56:02.736024,44791,5.035,2.571,-7.056,-0.082,-0.037,0.036,102410
2025-04-29 13:56:02.743210,44811,5.222,2.392,-7.166,-0.042,-0.056,0.004,102555
2025-04-29 13:56:02.787872,44831,5.303,2.440,-7.343,0.026,0.022,-0.058,102667
2025-04-29 13:56:02.791136,44851,5.097,2.729,-7.312,0.037,0.114,-0.067,102699
2025-04-29 13:56:02.814658,44871,4.906,2.863,-7.223,-0.011,0.127,-0.014,102711
2025-04-29 13:56:02.833436,44891,4.846,2.739,-7.140,-0.065,0.054,0.046,102690
2025-04-29 13:56:02.853341,44911,5.018,2.538,-7.041,-0.070,-0.042,0.035,102641
2025-04-29 13:56:02.882307,44931,5.236,2.416,-7.195,-0.022,-0.065,-0.018,102553
2025-04-29 13:56:02.894971,44951,5.294,2.521,-7.360,0.029,0.018,-0.063,102538
2025-04-29 13:56:02.914559,44971,5.119,2.751,-7.300,0.023,0.124,-0.058,102564
2025-04-29 13:56:02.937209,44991,4.918,2.854,-7.197,-0.013,0.131,0.006,102666
